ID,Month,DayofMonth,DayOfWeek,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,TotalDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
600,1,3,4,1076,N411WN,294,280,265,148,MDW,OAK,1844,5,24,41,0,14,0,26
601,1,3,4,2195,N479WN,300,285,272,161,MDW,OAK,1844,17,11,40,0,15,0,33
602,1,3,4,555,N506SW,77,85,68,42,MDW,OMA,423,2,7,8,0,0,0,9
603,1,3,4,1066,N440LV,78,85,63,221,MDW,OMA,423,3,12,100,0,0,0,7
604,1,3,4,1423,N658SW,83,85,68,130,MDW,OMA,423,3,12,63,0,0,0,1
605,1,3,4,2544,N374SW,80,85,66,13,MDW,OMA,423,2,12,,,,,
606,1,3,4,3491,N523SW,79,85,67,162,MDW,OMA,423,2,10,7,0,0,0,71
607,1,3,4,3832,N205WN,80,85,66,197,MDW,OMA,423,2,12,9,0,0,0,87
608,1,3,4,568,N754SW,107,115,98,22,MDW,ORF,704,2,7,,,,,
609,1,3,4,3510,N298WN,106,115,92,163,MDW,ORF,704,3,11,77,0,0,0,0
610,1,3,4,561,N766SW,261,270,247,31,MDW,PDX,1751,5,9,,,,,
611,1,3,4,2804,N255WN,261,270,244,83,MDW,PDX,1751,4,13,37,0,0,0,0
612,1,3,4,79,N211WN,106,130,91,-8,MDW,PHL,668,7,8,,,,,
613,1,3,4,792,N900WN,113,120,94,33,MDW,PHL,668,7,12,,,,,
614,1,3,4,1136,N733SA,104,120,90,228,MDW,PHL,668,5,9,21,0,0,0,85
615,1,3,4,2789,N209WN,102,130,86,86,MDW,PHL,668,6,10,12,0,0,0,17
616,1,3,4,3153,N347SW,114,115,95,35,MDW,PHL,668,4,15,17,0,0,0,0
617,1,3,4,3757,N446WN,107,115,93,32,MDW,PHL,668,3,11,,,,,
618,1,3,4,3927,N459WN,98,110,84,48,MDW,PHL,668,4,10,4,0,0,0,14
619,1,3,4,259,N483WN,221,230,207,27,MDW,PHX,1444,6,8,,,,,
620,1,3,4,616,N495WN,230,235,205,17,MDW,PHX,1444,5,20,,,,,
621,1,3,4,921,N430WN,234,235,215,115,MDW,PHX,1444,5,14,43,0,0,0,14
622,1,3,4,1023,N216WR,238,230,215,160,MDW,PHX,1444,3,20,35,0,8,0,41
623,1,3,4,1827,N420WN,226,235,212,55,MDW,PHX,1444,6,8,23,0,0,0,0
624,1,3,4,1842,N723SW,225,235,209,40,MDW,PHX,1444,5,11,15,0,0,0,0
625,1,3,4,3336,N208WN,224,225,212,127,MDW,PHX,1444,4,8,32,0,0,0,31
626,1,3,4,3501,N732SW,224,230,208,50,MDW,PHX,1444,5,11,22,0,0,0,0
627,1,3,4,337,N488WN,64,75,52,101,MDW,PIT,402,3,9,19,0,0,0,26
628,1,3,4,1414,N402WN,72,80,59,32,MDW,PIT,402,6,7,,,,,
629,1,3,4,2445,N651SW,83,75,64,62,MDW,PIT,402,8,11,27,0,8,0,0
630,1,3,4,3170,N430WN,75,75,60,64,MDW,PIT,402,6,9,32,0,0,0,0
631,1,3,4,3249,N208WN,67,75,57,106,MDW,PIT,402,4,6,28,0,0,0,21
632,1,3,4,2174,N623SW,116,125,104,159,MDW,PVD,842,4,8,40,0,0,0,35
633,1,3,4,2974,N447WN,117,125,108,28,MDW,PVD,842,3,6,,,,,
634,1,3,4,3831,N451WN,120,125,105,71,MDW,PVD,842,5,10,14,0,0,0,19
635,1,3,4,255,N411WN,99,110,85,69,MDW,RDU,632,3,11,20,0,0,0,9
636,1,3,4,1429,N657SW,102,105,88,35,MDW,RDU,632,3,11,13,0,0,0,3
637,1,3,4,3063,N551WN,97,100,81,83,MDW,RDU,632,3,13,35,0,0,0,5
638,1,3,4,3675,N269WN,91,105,79,28,MDW,RDU,632,4,8,,,,,
639,1,3,4,1276,N265WN,251,255,238,92,MDW,RNO,1680,5,8,31,0,0,0,13
640,1,3,4,1558,N310SW,160,165,143,121,MDW,RSW,1105,5,12,52,0,0,0,6
641,1,3,4,3413,N374SW,159,170,144,275,MDW,RSW,1105,4,11,132,0,0,0,0
642,1,3,4,299,N718SW,261,265,249,118,MDW,SAN,1728,3,9,57,0,0,0,0
643,1,3,4,339,N213WN,254,265,243,89,MDW,SAN,1728,3,8,39,0,0,0,0
644,1,3,4,635,N729SW,255,265,244,98,MDW,SAN,1728,3,8,40,0,0,0,4
645,1,3,4,1188,N254WN,268,265,258,57,MDW,SAN,1728,2,8,23,0,3,0,4
646,1,3,4,2729,N754SW,269,265,253,120,MDW,SAN,1728,4,12,55,0,4,0,3
647,1,3,4,511,N272WN,146,175,136,35,MDW,SAT,1036,3,7,,,,,
648,1,3,4,1394,N294WN,154,175,134,273,MDW,SAT,1036,3,17,44,0,0,0,82
649,1,3,4,74,N764SW,67,65,53,214,MDW,SDF,271,5,9,54,0,2,0,52
650,1,3,4,247,N369SW,65,65,43,26,MDW,SDF,271,3,19,,,,,
651,1,3,4,693,N232WN,60,65,44,75,MDW,SDF,271,5,11,9,0,0,0,26
652,1,3,4,823,N725SW,56,65,42,49,MDW,SDF,271,5,9,10,0,0,0,10
653,1,3,4,2019,N392SW,57,65,46,22,MDW,SDF,271,4,7,,,,,
654,1,3,4,421,N205WN,262,270,242,192,MDW,SEA,1733,4,16,92,0,0,0,0
655,1,3,4,658,N231WN,253,270,243,43,MDW,SEA,1733,4,6,,,,,
656,1,3,4,2702,N209WN,265,270,247,53,MDW,SEA,1733,5,13,24,0,0,0,0
657,1,3,4,1009,N478WN,298,290,274,280,MDW,SFO,1855,4,20,0,135,8,0,1
658,1,3,4,1837,N761RR,295,290,268,547,MDW,SFO,1855,4,23,266,0,5,0,5
659,1,3,4,3846,N751SW,296,290,267,424,MDW,SFO,1855,4,25,200,0,6,0,9
660,1,3,4,220,N275WN,275,285,260,88,MDW,SJC,1838,4,11,39,0,0,0,0
661,1,3,4,2199,N900WN,281,285,265,86,MDW,SJC,1838,5,11,41,0,0,0,0
662,1,3,4,151,N750SA,201,210,186,109,MDW,SLC,1258,6,9,30,0,0,0,20
663,1,3,4,1662,N461WN,203,210,185,83,MDW,SLC,1258,4,14,38,0,0,0,0
664,1,3,4,163,N469WN,267,270,253,161,MDW,SMF,1790,4,10,15,0,0,0,64
665,1,3,4,3145,N201LV,276,270,253,36,MDW,SMF,1790,3,20,15,0,6,0,0
666,1,3,4,29,N652SW,57,65,46,188,MDW,STL,251,3,8,86,0,0,0,4
667,1,3,4,166,N741SA,58,65,46,7,MDW,STL,251,4,8,,,,,
668,1,3,4,393,N278WN,51,60,40,77,MDW,STL,251,3,8,34,0,0,0,0
669,1,3,4,490,N651SW,63,65,45,76,MDW,STL,251,4,14,15,0,0,0,22
670,1,3,4,1586,N293,66,60,46,24,MDW,STL,251,4,16,9,0,6,0,0
671,1,3,4,2177,N522SW,59,65,46,28,MDW,STL,251,3,10,,,,,
672,1,3,4,2263,N514SW,59,65,49,112,MDW,STL,251,4,6,47,0,0,0,6
673,1,3,4,2361,N348SW,56,65,44,91,MDW,STL,251,4,8,39,0,0,0,2
674,1,3,4,26,N330SW,140,155,127,37,MDW,TPA,997,5,8,,,,,
675,1,3,4,89,N710SW,141,155,126,38,MDW,TPA,997,5,10,,,,,
676,1,3,4,477,N433LV,138,150,126,32,MDW,TPA,997,4,8,,,,,
677,1,3,4,514,N432WN,134,150,122,166,MDW,TPA,997,3,9,44,0,0,0,31
678,1,3,4,979,N751SW,138,150,125,16,MDW,TPA,997,4,9,,,,,
679,1,3,4,1153,N440LV,139,155,126,256,MDW,TPA,997,6,7,29,0,0,0,91
680,1,3,4,1847,N499WN,134,150,124,24,MDW,TPA,997,4,6,,,,,
681,1,3,4,280,N460WN,215,225,202,78,MDW,TUS,1440,3,10,25,0,0,0,9
682,1,3,4,422,N779SW,226,225,210,181,MDW,TUS,1440,4,12,18,0,1,0,72
683,1,3,4,145,N482WN,73,95,61,30,MHT,BWI,377,4,8,,,,,
684,1,3,4,420,N268WN,78,95,65,15,MHT,BWI,377,2,11,,,,,
685,1,3,4,1061,N422WN,71,95,61,44,MHT,BWI,377,2,8,,,,,
686,1,3,4,2038,N674AA,76,90,64,68,MHT,BWI,377,3,9,3,0,0,0,24
687,1,3,4,2437,N225WN,104,95,69,63,MHT,BWI,377,27,8,11,0,9,0,16
688,1,3,4,2611,N458WN,75,95,60,60,MHT,BWI,377,5,10,4,0,0,0,16
689,1,3,4,3226,N308SA,78,95,63,29,MHT,BWI,377,4,11,,,,,
690,1,3,4,3691,N257WN,74,90,61,102,MHT,BWI,377,3,10,4,0,0,0,39
691,1,3,4,2719,N466WN,334,365,320,107,MHT,LAS,2356,5,9,38,0,0,0,0
692,1,3,4,976,N235WN,185,205,156,42,MHT,MCO,1142,21,8,,,,,
693,1,3,4,1933,N419WN,170,205,155,15,MHT,MCO,1142,7,8,,,,,
694,1,3,4,2213,N291WN,169,200,155,247,MHT,MCO,1142,3,11,6,0,0,0,102
695,1,3,4,3680,N606SW,164,195,155,243,MHT,MCO,1142,3,6,0,0,0,0,106
696,1,3,4,813,N679AA,133,155,117,64,MHT,MDW,838,6,10,3,0,0,0,18
697,1,3,4,2704,N462WN,140,155,122,13,MHT,MDW,838,7,11,,,,,
698,1,3,4,2888,N713SW,137,155,124,50,MHT,MDW,838,6,7,0,0,0,0,16
699,1,3,4,2900,N761RR,133,155,120,54,MHT,MDW,838,6,7,8,0,0,0,8
700,1,3,4,3145,N201LV,138,160,120,-8,MHT,MDW,838,10,8,,,,,
701,1,3,4,312,N604SW,72,90,57,122,MHT,PHL,290,6,9,12,0,0,0,40
702,1,3,4,1082,N347SW,71,90,61,-5,MHT,PHL,290,4,6,,,,,
703,1,3,4,1849,N677AA,82,90,67,24,MHT,PHL,290,6,9,,,,,
704,1,3,4,2463,N771SA,75,85,57,50,MHT,PHL,290,7,11,16,0,0,0,4
705,1,3,4,3316,N290WN,77,90,65,87,MHT,PHL,290,4,8,4,0,0,0,33
706,1,3,4,3685,N790SW,78,90,59,6,MHT,PHL,290,4,15,,,,,
707,1,3,4,1033,N757LV,338,355,320,17,MHT,PHX,2279,4,14,,,,,
708,1,3,4,3241,N221WN,193,210,164,205,MHT,TPA,1204,5,24,94,0,0,0,0
709,1,3,4,3516,N368SW,179,215,164,28,MHT,TPA,1204,3,12,,,,,
710,1,3,4,521,N781WN,54,75,47,157,MSY,BHM,321,2,5,60,0,0,0,8
711,1,3,4,432,N643SW,147,135,140,36,MSY,BWI,998,2,5,12,0,12,0,0
712,1,3,4,467,N626SW,80,85,71,23,MSY,DAL,437,3,6,,,,,
713,1,3,4,1936,N295WN,82,85,71,159,MSY,DAL,437,5,6,65,0,0,0,13
714,1,3,4,2101,N222WN,77,85,69,12,MSY,DAL,437,4,4,,,,,
715,1,3,4,1194,N664WN,102,100,92,14,MSY,FLL,673,5,5,,,,,
716,1,3,4,223,N677AA,64,70,54,184,MSY,HOU,303,4,6,82,0,0,0,7
717,1,3,4,570,N357SW,59,70,53,63,MSY,HOU,303,2,4,0,0,0,0,26
718,1,3,4,623,N724SW,59,65,50,30,MSY,HOU,303,3,6,,,,,
719,1,3,4,689,N426WN,57,70,50,189,MSY,HOU,303,3,4,55,0,0,0,33
720,1,3,4,1192,N274WN,67,70,55,43,MSY,HOU,303,3,9,10,0,0,0,10
721,1,3,4,1343,N523SW,64,70,54,18,MSY,HOU,303,3,7,,,,,
722,1,3,4,1254,N490WN,227,240,219,7,MSY,LAS,1501,4,4,,,,,
723,1,3,4,1170,N625SW,89,100,76,23,MSY,MCO,550,7,6,,,,,
724,1,3,4,2624,N693SW,86,95,76,15,MSY,MCO,550,3,7,,,,,
725,1,3,4,714,N305SW,128,130,115,108,MSY,MDW,825,7,6,8,0,0,0,45
726,1,3,4,169,N550WN,204,220,193,92,MSY,PHX,1301,5,6,3,0,0,0,35
727,1,3,4,788,N427WN,76,85,67,163,MSY,TPA,487,4,5,64,0,0,0,13
728,1,3,4,806,N711HK,81,85,72,12,MSY,TPA,487,4,5,,,,,
729,1,3,4,45,N631SW,131,135,110,102,OAK,ABQ,889,5,16,49,0,0,0,0
730,1,3,4,527,N727SW,138,130,107,44,OAK,ABQ,889,5,26,0,0,8,0,18
731,1,3,4,882,N774SW,250,250,232,64,OAK,BNA,1959,5,13,21,0,0,0,11
732,1,3,4,783,N306SW,83,90,66,75,OAK,BOI,511,3,14,12,0,0,0,22
733,1,3,4,2612,N479WN,85,85,64,36,OAK,BOI,511,3,18,18,0,0,0,0
734,1,3,4,346,N489WN,66,65,48,35,OAK,BUR,325,3,15,0,0,1,0,17
735,1,3,4,444,N682SW,69,65,49,134,OAK,BUR,325,2,18,0,0,4,0,65
736,1,3,4,481,N413WN,65,65,49,34,OAK,BUR,325,2,14,14,0,0,0,3
737,1,3,4,891,N400WN,72,65,49,115,OAK,BUR,325,2,21,1,0,7,0,53
738,1,3,4,1150,N235WN,60,65,48,67,OAK,BUR,325,2,10,14,0,0,0,17
739,1,3,4,1171,N682SW,66,65,53,17,OAK,BUR,325,2,11,,,,,
740,1,3,4,1311,N605SW,61,65,50,132,OAK,BUR,325,1,10,17,0,0,0,47
741,1,3,4,2550,N771SA,65,65,49,52,OAK,BUR,325,2,14,13,0,0,0,13
742,1,3,4,2614,N602SW,62,65,50,43,OAK,BUR,325,2,10,20,0,0,0,0
743,1,3,4,2732,N705SW,67,65,48,180,OAK,BUR,325,2,17,15,0,2,0,74
744,1,3,4,3589,N601WN,65,65,51,112,OAK,BUR,325,2,12,13,0,0,0,43
745,1,3,4,3772,N708SA,62,65,49,21,OAK,BUR,325,2,11,,,,,
746,1,3,4,494,N441WN,136,145,113,15,OAK,DEN,957,13,10,,,,,
747,1,3,4,497,N445WN,135,145,113,90,OAK,DEN,957,8,14,0,0,7,0,33
748,1,3,4,1426,N720WN,136,145,114,111,OAK,DEN,957,8,14,10,0,0,0,41
749,1,3,4,1502,N656SW,135,145,114,14,OAK,DEN,957,7,14,,,,,
750,1,3,4,1760,N640SW,133,145,117,20,OAK,DEN,957,6,10,,,,,
751,1,3,4,223,N223WN,115,120,93,265,OAK,GEG,723,5,17,19,0,0,0,111
752,1,3,4,2639,N777QC,98,120,86,36,OAK,GEG,723,4,8,,,,,
753,1,3,4,78,N268WN,204,220,189,104,OAK,HOU,1642,3,12,14,0,0,0,30
754,1,3,4,302,N473WN,89,85,62,170,OAK,LAS,407,4,23,83,0,4,0,0
755,1,3,4,428,N683SW,80,85,63,143,OAK,LAS,407,4,13,2,0,0,0,67
756,1,3,4,500,N799SW,82,85,64,71,OAK,LAS,407,3,15,34,0,0,0,0
757,1,3,4,890,N788SA,81,80,61,149,OAK,LAS,407,6,14,41,0,1,0,33
758,1,3,4,1585,N766SW,87,85,66,140,OAK,LAS,407,8,13,50,0,2,0,19
759,1,3,4,1918,N267WN,83,85,68,28,OAK,LAS,407,7,8,,,,,
760,1,3,4,2632,N784SW,86,85,65,71,OAK,LAS,407,5,16,16,0,1,0,19
761,1,3,4,3327,N282WN,102,85,59,51,OAK,LAS,407,20,23,2,0,17,0,15
762,1,3,4,3396,N787SA,88,85,59,47,OAK,LAS,407,17,12,22,0,3,0,0
763,1,3,4,3940,N434WN,98,85,61,75,OAK,LAS,407,20,17,0,0,13,0,31
764,1,3,4,75,N283WN,70,75,53,13,OAK,LAX,337,7,10,,,,,
765,1,3,4,96,N311SW,74,80,54,50,OAK,LAX,337,6,14,9,0,0,0,13
766,1,3,4,230,N364SW,73,75,52,40,OAK,LAX,337,6,15,9,0,0,0,10
767,1,3,4,252,N359SW,83,80,59,33,OAK,LAX,337,7,17,3,0,3,0,12
768,1,3,4,304,N326SW,74,75,57,13,OAK,LAX,337,8,9,,,,,
769,1,3,4,925,N384SW,88,75,58,115,OAK,LAX,337,8,22,8,0,13,0,43
770,1,3,4,1107,N708SA,79,75,51,56,OAK,LAX,337,19,9,19,0,4,0,7
771,1,3,4,1192,N274WN,74,75,52,161,OAK,LAX,337,9,13,18,0,0,0,62
772,1,3,4,1485,N605SW,74,75,52,133,OAK,LAX,337,6,16,1,0,0,0,65
773,1,3,4,1671,N684WN,89,75,55,194,OAK,LAX,337,15,19,1,0,14,0,89
774,1,3,4,2208,N632SW,73,75,53,60,OAK,LAX,337,6,14,0,0,0,0,29
775,1,3,4,2733,N647SW,75,75,57,44,OAK,LAX,337,6,12,9,0,0,0,13
776,1,3,4,3245,N780SW,72,75,54,13,OAK,LAX,337,8,10,,,,,
777,1,3,4,3394,N667SW,85,75,55,64,OAK,LAX,337,7,23,13,0,10,0,14
778,1,3,4,3939,N654SW,74,75,53,69,OAK,LAX,337,5,16,13,0,0,0,21
779,1,3,4,3320,N354SW,190,205,177,23,OAK,MCI,1489,4,9,,,,,
780,1,3,4,3829,N465WN,183,205,170,84,OAK,MCI,1489,5,8,23,0,0,0,8
781,1,3,4,514,N432WN,223,240,210,91,OAK,MDW,1844,5,8,19,0,0,0,18
782,1,3,4,1136,N733SA,235,245,213,206,OAK,MDW,1844,7,15,25,0,0,0,73
783,1,3,4,2091,N426WN,234,235,204,295,OAK,MDW,1844,6,24,19,0,0,0,128
784,1,3,4,84,N669SW,69,70,56,21,OAK,ONT,361,3,10,,,,,
785,1,3,4,464,N795SW,80,75,56,155,OAK,ONT,361,5,19,24,0,5,0,51
786,1,3,4,582,N629SW,72,75,56,171,OAK,ONT,361,5,11,21,0,0,0,63
787,1,3,4,835,N460WN,74,75,54,133,OAK,ONT,361,4,16,14,0,0,0,52
788,1,3,4,898,N328SW,89,75,57,90,OAK,ONT,361,5,27,17,0,14,0,21
789,1,3,4,988,N636WN,79,75,57,88,OAK,ONT,361,5,17,8,0,4,0,34
790,1,3,4,3765,N654SW,80,75,55,25,OAK,ONT,361,4,21,7,0,5,0,3
791,1,3,4,430,N328SW,98,100,79,104,OAK,PDX,543,4,15,29,0,0,0,22
792,1,3,4,491,N331SW,92,100,77,4,OAK,PDX,543,4,11,,,,,
793,1,3,4,644,N423WN,88,100,73,154,OAK,PDX,543,5,10,8,0,0,0,63
794,1,3,4,829,N476WN,95,100,72,79,OAK,PDX,543,8,15,11,0,0,0,26
795,1,3,4,2011,N292WN,90,100,74,4,OAK,PDX,543,3,13,,,,,
796,1,3,4,190,N378SW,94,110,84,184,OAK,PHX,646,2,8,0,0,6,0,78
797,1,3,4,753,N248WN,106,115,85,25,OAK,PHX,646,5,16,,,,,
798,1,3,4,933,N214WN,96,110,85,20,OAK,PHX,646,3,8,,,,,
799,1,3,4,1222,N304SW,100,115,86,225,OAK,PHX,646,4,10,2,0,0,0,103
800,1,3,4,1686,N207WN,98,110,86,76,OAK,PHX,646,3,9,6,0,0,0,26
801,1,3,4,985,N752SW,57,50,31,171,OAK,RNO,180,5,21,14,0,7,0,68
802,1,3,4,1587,N706SW,49,50,33,19,OAK,RNO,180,3,13,,,,,
803,1,3,4,2113,N350SW,46,50,31,12,OAK,RNO,180,4,11,,,,,
804,1,3,4,3502,N601WN,65,50,33,85,OAK,RNO,180,4,28,30,0,15,0,5
805,1,3,4,318,N474WN,82,85,61,89,OAK,SAN,446,4,17,0,0,1,0,42
806,1,3,4,639,N773SA,76,80,63,10,OAK,SAN,446,3,10,,,,,
807,1,3,4,828,N270WN,76,80,66,50,OAK,SAN,446,2,8,17,0,0,0,6
808,1,3,4,1022,N655WN,79,85,69,30,OAK,SAN,446,2,8,,,,,
809,1,3,4,1065,N473WN,79,85,64,60,OAK,SAN,446,3,12,5,0,0,0,22
810,1,3,4,1255,N361SW,92,85,66,63,OAK,SAN,446,3,23,0,0,7,0,28
811,1,3,4,2269,N489WN,85,85,61,30,OAK,SAN,446,3,21,0,0,5,0,10
812,1,3,4,2719,N466WN,78,85,64,95,OAK,SAN,446,4,10,18,0,0,0,26
813,1,3,4,2884,N795SW,87,85,67,64,OAK,SAN,446,4,16,11,0,2,0,20
814,1,3,4,2982,N455WN,77,85,66,8,OAK,SAN,446,2,9,,,,,
815,1,3,4,3058,N224WN,85,85,66,92,OAK,SAN,446,4,15,12,0,0,0,34
816,1,3,4,237,N281WN,146,120,91,122,OAK,SEA,671,5,50,8,0,26,0,40
817,1,3,4,256,N336SW,110,120,89,66,OAK,SEA,671,3,18,22,0,0,0,6
818,1,3,4,872,N337SW,134,120,106,64,OAK,SEA,671,4,24,12,0,14,0,13
819,1,3,4,1071,N315SW,135,120,113,115,OAK,SEA,671,7,15,20,0,15,0,30
820,1,3,4,2730,N273WN,114,120,91,110,OAK,SEA,671,5,18,20,0,0,0,32
821,1,3,4,125,N782SA,106,100,83,56,OAK,SLC,588,2,21,21,0,6,0,4
822,1,3,4,246,N487WN,99,100,76,99,OAK,SLC,588,6,17,8,0,0,0,41
823,1,3,4,1678,N219WN,97,105,77,40,OAK,SLC,588,5,15,1,0,0,0,15
824,1,3,4,2282,N739GB,106,100,83,128,OAK,SLC,588,3,20,0,0,6,0,61
825,1,3,4,80,N422WN,90,80,64,24,OAK,SNA,371,4,22,0,0,10,0,7
826,1,3,4,83,N771SA,76,80,60,22,OAK,SNA,371,4,12,,,,,
827,1,3,4,105,N292WN,76,80,60,88,OAK,SNA,371,4,12,30,0,0,0,12
828,1,3,4,1854,N758SW,88,80,63,138,OAK,SNA,371,3,22,15,0,8,0,50
829,1,3,4,3766,N434WN,77,80,62,77,OAK,SNA,371,3,12,17,0,0,0,20
830,1,3,4,3402,N744SW,113,135,92,46,OAK,TUS,747,3,18,,,,,
831,1,3,4,128,N225WN,160,170,151,6,OKC,BWI,1180,3,6,,,,,
832,1,3,4,1760,N640SW,50,50,40,12,OKC,DAL,181,4,6,,,,,
833,1,3,4,2553,N394SW,51,50,39,21,OKC,DAL,181,4,8,,,,,
834,1,3,4,900,N679AA,97,95,81,78,OKC,DEN,495,8,8,11,0,2,0,27
835,1,3,4,449,N528SW,72,80,61,6,OKC,HOU,419,3,8,,,,,
836,1,3,4,1257,N507SW,69,80,60,137,OKC,HOU,419,2,7,5,0,0,0,58
837,1,3,4,354,N496WN,158,165,145,7,OKC,LAS,987,5,8,,,,,
838,1,3,4,1230,N677AA,63,65,50,36,OKC,MCI,313,4,9,0,0,0,0,17
839,1,3,4,303,N683SW,146,145,135,105,OKC,PHX,833,4,7,5,0,1,0,47
840,1,3,4,877,N362SW,142,145,132,113,OKC,PHX,833,4,6,3,0,0,0,52
841,1,3,4,86,N627SW,79,80,67,55,OKC,STL,462,5,7,16,0,0,0,11
842,1,3,4,484,N673AA,174,180,160,6,OMA,LAS,1099,4,10,,,,,
843,1,3,4,153,N658SW,90,80,64,136,OMA,MDW,423,19,7,0,0,10,0,63
844,1,3,4,566,N374SW,75,80,63,9,OMA,MDW,423,4,8,,,,,
845,1,3,4,1153,N440LV,75,80,63,211,OMA,MDW,423,4,8,1,0,0,0,102
846,1,3,4,1333,N334SW,81,80,67,33,OMA,MDW,423,6,8,5,0,1,0,11
847,1,3,4,3919,N205WN,80,80,61,190,OMA,MDW,423,6,13,0,0,0,0,95
848,1,3,4,242,N797MX,173,175,161,198,OMA,PHX,1037,5,7,11,0,0,0,87
849,1,3,4,555,N506SW,164,175,152,35,OMA,PHX,1037,5,7,,,,,
850,1,3,4,1069,N630WN,166,175,153,7,OMA,PHX,1037,4,9,,,,,
851,1,3,4,479,N622SW,59,65,49,124,OMA,STL,342,3,7,1,0,0,0,58
852,1,3,4,879,N495WN,208,220,197,42,ONT,BNA,1751,6,5,5,0,0,0,10
853,1,3,4,239,N660SW,64,60,39,60,ONT,LAS,197,19,6,4,0,4,0,24
854,1,3,4,564,N455WN,52,60,42,118,ONT,LAS,197,3,7,9,0,0,0,46
855,1,3,4,773,N472WN,58,60,41,104,ONT,LAS,197,4,13,0,0,33,0,18
856,1,3,4,812,N259WN,50,60,37,30,ONT,LAS,197,8,5,,,,,
857,1,3,4,1582,N318SW,58,60,41,18,ONT,LAS,197,4,13,,,,,
858,1,3,4,1583,N600WN,51,60,39,41,ONT,LAS,197,5,7,4,0,0,0,12
859,1,3,4,3746,N321SW,57,60,40,49,ONT,LAS,197,11,6,3,0,0,0,20
860,1,3,4,403,N432WN,70,75,62,19,ONT,OAK,361,4,4,,,,,
861,1,3,4,872,N337SW,79,75,67,22,ONT,OAK,361,4,8,,,,,
862,1,3,4,985,N328SW,77,75,68,134,ONT,OAK,361,4,5,14,0,2,0,52
863,1,3,4,1075,N636WN,76,75,68,81,ONT,OAK,361,2,6,0,0,1,0,40
864,1,3,4,1480,N292WN,82,75,71,57,ONT,OAK,361,3,8,0,0,7,0,25
865,1,3,4,2730,N273WN,72,75,62,75,ONT,OAK,361,3,7,4,0,0,0,32
866,1,3,4,3852,N654SW,83,75,69,36,ONT,OAK,361,4,10,0,0,8,0,14
867,1,3,4,780,N773SA,58,70,46,0,ONT,PHX,325,5,7,,,,,
868,1,3,4,835,N460WN,71,65,53,140,ONT,PHX,325,6,12,1,0,6,0,66
869,1,3,4,1424,N385SW,59,70,49,75,ONT,PHX,325,3,7,1,0,0,0,31
870,1,3,4,2458,N409WN,54,65,45,75,ONT,PHX,325,4,5,0,0,0,0,32
871,1,3,4,3509,N684WN,63,70,46,13,ONT,PHX,325,4,13,,,,,
872,1,3,4,3854,N480WN,55,70,47,13,ONT,PHX,325,3,5,,,,,
873,1,3,4,187,N690SW,72,70,55,38,ONT,SJC,333,8,9,2,0,2,0,16
874,1,3,4,906,N301SW,64,70,54,54,ONT,SJC,333,4,6,2,0,0,0,22
875,1,3,4,1670,N742SW,65,70,53,11,ONT,SJC,333,5,7,,,,,
876,1,3,4,2645,N788SA,65,70,55,91,ONT,SJC,333,4,6,20,0,0,0,23
877,1,3,4,3691,N257WN,83,70,58,101,ONT,SJC,333,11,14,0,0,13,0,44
878,1,3,4,551,N795SW,78,75,63,149,ONT,SMF,389,5,10,0,0,3,0,73
879,1,3,4,775,N633SW,75,80,62,31,ONT,SMF,389,5,8,,,,,
880,1,3,4,876,N212WN,71,75,57,12,ONT,SMF,389,5,9,,,,,
881,1,3,4,966,N345SA,71,80,61,37,ONT,SMF,389,4,6,,,,,
882,1,3,4,1679,N645SW,80,80,65,42,ONT,SMF,389,4,11,0,0,0,0,21
883,1,3,4,2105,N313SW,76,80,64,40,ONT,SMF,389,4,8,1,0,0,0,17
884,1,3,4,2901,N265WN,73,80,61,65,ONT,SMF,389,5,7,0,0,0,0,29
885,1,3,4,1320,N456WN,52,50,37,68,ORF,BWI,159,5,10,9,0,2,0,24
886,1,3,4,2362,N454WN,53,50,41,29,ORF,BWI,159,3,9,13,0,3,0,0
887,1,3,4,3604,N257WN,51,50,38,43,ORF,BWI,159,5,8,13,0,1,0,8
888,1,3,4,3679,N434WN,48,50,39,56,ORF,BWI,159,2,7,27,0,0,0,0
889,1,3,4,1574,N791SW,85,105,73,142,ORF,JAX,543,4,8,61,0,0,0,0
890,1,3,4,2019,N392SW,89,105,77,46,ORF,JAX,543,4,8,3,0,0,0,12
891,1,3,4,2363,N405WN,324,335,308,117,ORF,LAS,2155,7,9,41,0,0,0,12
892,1,3,4,1134,N391SW,118,125,98,115,ORF,MCO,655,6,14,1,0,0,0,53
893,1,3,4,1828,N785SW,107,125,93,14,ORF,MCO,655,5,9,,,,,
894,1,3,4,635,N729SW,139,140,114,11,ORF,MDW,704,7,18,,,,,
895,1,3,4,2729,N754SW,129,135,109,12,ORF,MDW,704,5,15,,,,,
896,1,3,4,48,N661SW,116,135,105,135,ORF,TPA,717,5,6,25,0,0,0,33
897,1,3,4,165,N749SW,134,140,122,98,PBI,BWI,883,3,9,18,0,0,0,28
898,1,3,4,1143,N459WN,137,145,121,66,PBI,BWI,883,6,10,6,0,0,0,23
