ID,Month,DayofMonth,DayOfWeek,FlightNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,TotalDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
28152,1,11,5,160,106,115,97,4,17,13,PHX,SJC,621,4,5,,,,,
28153,1,11,5,177,117,115,101,21,40,19,PHX,SJC,621,5,11,0,0,2,0,19
28161,1,11,5,980,97,90,84,17,27,10,PHX,SLC,507,5,8,1,0,7,0,9
28162,1,11,5,1022,109,95,93,25,36,11,PHX,SLC,507,2,14,4,0,14,0,7
28169,1,11,5,877,128,120,112,14,20,6,PHX,SMF,647,4,12,,,,,
28170,1,11,5,1309,123,120,109,12,21,9,PHX,SMF,647,6,8,,,,,
28178,1,11,5,2093,68,70,54,8,18,10,PHX,SNA,338,7,7,,,,,
28179,1,11,5,2707,68,70,55,5,12,7,PHX,SNA,338,6,7,,,,,
28182,1,11,5,868,164,170,153,45,96,51,PHX,STL,1262,4,7,24,0,0,0,21
28187,1,11,5,504,116,135,108,-6,7,13,PHX,TUL,935,3,5,,,,,
28199,1,11,5,490,79,95,67,-6,4,10,PIT,MDW,402,4,8,,,,,
28204,1,11,5,374,68,75,57,49,105,56,PIT,PHL,267,5,6,0,49,0,0,0
28205,1,11,5,548,66,95,53,11,51,40,PIT,PHL,267,6,7,,,,,
28206,1,11,5,575,56,80,44,-12,0,12,PIT,PHL,267,4,8,,,,,
28207,1,11,5,1236,134,70,52,80,96,16,PIT,PHL,267,5,77,0,0,80,0,0
28209,1,11,5,2724,66,70,52,63,130,67,PIT,PHL,267,8,6,0,0,63,0,0
28210,1,11,5,2964,86,70,76,70,124,54,PIT,PHL,267,3,7,0,0,32,0,38
28213,1,11,5,1151,165,165,153,28,56,28,PVD,BNA,907,4,8,1,0,0,0,27
28214,1,11,5,354,87,80,73,14,21,7,PVD,BWI,328,4,10,,,,,
28215,1,11,5,421,72,80,62,-1,6,7,PVD,BWI,328,3,7,,,,,
28216,1,11,5,983,91,75,78,48,80,32,PVD,BWI,328,4,9,0,0,16,0,32
28218,1,11,5,1154,85,80,68,12,19,7,PVD,BWI,328,5,12,,,,,
28221,1,11,5,2034,74,80,62,21,48,27,PVD,BWI,328,3,9,3,0,0,0,18
28224,1,11,5,2795,78,75,64,182,361,179,PVD,BWI,328,3,11,0,76,3,0,103
28225,1,11,5,3918,73,75,62,7,16,9,PVD,BWI,328,2,9,,,,,
28226,1,11,5,2988,202,210,183,32,72,40,PVD,FLL,1188,5,14,0,0,32,0,0
28233,1,11,5,3134,170,185,157,-2,11,13,PVD,MCO,1073,7,6,,,,,
28237,1,11,5,3841,138,160,127,-8,6,14,PVD,MDW,842,3,8,,,,,
28238,1,11,5,723,84,75,63,38,67,29,PVD,PHL,238,8,13,0,0,38,0,0
28240,1,11,5,1338,99,80,68,86,153,67,PVD,PHL,238,5,26,0,0,86,0,0
28241,1,11,5,1410,65,90,52,228,481,253,PVD,PHL,238,7,6,153,0,0,0,75
28244,1,11,5,77,198,195,184,48,93,45,PVD,TPA,1137,3,11,45,0,3,0,0
28246,1,11,5,3580,180,195,168,98,211,113,PVD,TPA,1137,4,8,0,45,0,0,53
28247,1,11,5,312,87,95,77,23,54,31,RDU,BNA,443,3,7,0,0,0,0,23
28250,1,11,5,2463,90,95,77,32,69,37,RDU,BNA,443,5,8,0,0,0,0,32
28258,1,11,5,563,288,315,277,-12,3,15,RDU,LAS,2027,5,6,,,,,
28262,1,11,5,3046,87,105,75,-12,-6,6,RDU,MCO,534,6,6,,,,,
28265,1,11,5,407,144,125,99,27,35,8,RDU,MDW,632,6,39,8,0,19,0,0
28268,1,11,5,144,92,75,78,42,67,25,RDU,PHL,336,5,9,0,0,42,0,0
28269,1,11,5,201,78,75,57,85,167,82,RDU,PHL,336,4,17,0,0,85,0,0
28270,1,11,5,334,86,75,67,33,55,22,RDU,PHL,336,10,9,0,0,33,0,0
28272,1,11,5,1502,92,85,58,15,23,8,RDU,PHL,336,6,28,0,0,15,0,0
28275,1,11,5,2293,104,115,91,2,15,13,RDU,TPA,587,3,10,,,,,
28276,1,11,5,2634,94,110,84,17,50,33,RDU,TPA,587,3,7,0,0,0,0,17
28280,1,11,5,3589,61,65,51,40,84,44,RNO,BOI,335,2,8,40,0,0,0,0
28283,1,11,5,637,70,70,54,14,28,14,RNO,LAS,345,7,9,,,,,
28284,1,11,5,708,65,70,52,2,9,7,RNO,LAS,345,4,9,,,,,
28289,1,11,5,2018,61,70,50,5,19,14,RNO,LAS,345,4,7,,,,,
28295,1,11,5,520,79,85,56,32,70,38,RNO,LAX,390,9,14,0,0,0,0,32
28297,1,11,5,324,218,230,206,-1,10,11,RNO,MDW,1680,5,7,,,,,
28298,1,11,5,891,52,55,38,5,13,8,RNO,OAK,180,6,8,,,,,
28303,1,11,5,1511,83,90,75,6,19,13,RNO,PDX,444,2,6,,,,,
28304,1,11,5,2360,88,90,76,18,38,20,RNO,PDX,444,4,8,1,0,0,0,17
28306,1,11,5,796,95,100,77,12,29,17,RNO,PHX,601,8,10,,,,,
28308,1,11,5,1231,86,100,73,9,32,23,RNO,PHX,601,5,8,,,,,
28312,1,11,5,3835,107,110,95,11,25,14,RNO,SEA,564,4,8,,,,,
28317,1,11,5,2969,79,80,62,115,231,116,RNO,SLC,422,3,14,0,0,0,0,115
28320,1,11,5,3485,148,160,134,1,14,13,RSW,ISP,1101,5,9,,,,,
28326,1,11,5,1169,162,175,149,78,169,91,RSW,MDW,1105,6,7,0,0,0,0,78
28328,1,11,5,3660,147,165,133,18,54,36,RSW,PHL,992,4,10,0,0,18,0,0
28329,1,11,5,294,92,100,80,2,12,10,SAN,ABQ,628,3,9,,,,,
28333,1,11,5,2529,143,160,130,1,19,18,SAN,AUS,1164,5,8,,,,,
28338,1,11,5,1156,89,100,79,25,61,36,SAN,ELP,636,2,8,0,0,0,0,25
28340,1,11,5,71,63,70,50,2,11,9,SAN,LAS,258,5,8,,,,,
28343,1,11,5,213,78,70,53,14,20,6,SAN,LAS,258,7,18,,,,,
28345,1,11,5,415,67,70,52,3,9,6,SAN,LAS,258,4,11,,,,,
28348,1,11,5,802,65,70,52,12,29,17,SAN,LAS,258,4,9,,,,,
28349,1,11,5,1341,73,70,53,9,15,6,SAN,LAS,258,4,16,,,,,
28350,1,11,5,2273,71,70,55,15,29,14,SAN,LAS,258,4,12,9,0,1,0,5
28351,1,11,5,2450,75,70,59,18,31,13,SAN,LAS,258,6,10,0,0,9,0,9
28357,1,11,5,568,218,235,204,-10,-3,7,SAN,MDW,1728,5,9,,,,,
28360,1,11,5,3662,211,230,197,33,85,52,SAN,MDW,1728,4,10,33,0,0,0,0
28363,1,11,5,644,89,90,70,5,11,6,SAN,OAK,446,6,13,,,,,
28364,1,11,5,687,88,90,71,12,26,14,SAN,OAK,446,6,11,,,,,
28372,1,11,5,1314,92,90,75,11,20,9,SAN,OAK,446,4,13,,,,,
28374,1,11,5,2612,84,90,68,3,12,9,SAN,OAK,446,6,10,,,,,
28379,1,11,5,114,69,70,51,6,13,7,SAN,PHX,304,8,10,,,,,
28380,1,11,5,316,65,70,53,65,135,70,SAN,PHX,304,5,7,0,0,0,0,65
28386,1,11,5,943,62,65,50,11,25,14,SAN,PHX,304,5,7,,,,,
28387,1,11,5,1022,62,70,45,7,22,15,SAN,PHX,304,4,13,,,,,
28391,1,11,5,2703,58,70,47,3,18,15,SAN,PHX,304,4,7,,,,,
28392,1,11,5,3669,68,70,50,17,36,19,SAN,PHX,304,6,12,1,0,0,0,16
28394,1,11,5,1511,90,100,77,14,38,24,SAN,RNO,488,3,10,,,,,
28396,1,11,5,123,91,100,70,4,17,13,SAN,SFO,447,11,10,,,,,
28399,1,11,5,585,108,100,72,119,230,111,SAN,SFO,447,25,11,0,0,119,0,0
28400,1,11,5,1597,93,100,71,8,23,15,SAN,SFO,447,6,16,,,,,
28401,1,11,5,1855,102,100,80,93,184,91,SAN,SFO,447,6,16,0,0,93,0,0
28411,1,11,5,1600,82,80,67,33,64,31,SAN,SJC,417,3,12,0,0,2,0,31
28419,1,11,5,372,87,90,75,36,75,39,SAN,SMF,480,3,9,0,0,0,0,36
28422,1,11,5,1069,103,95,81,53,98,45,SAN,SMF,480,4,18,0,0,8,0,45
28427,1,11,5,3673,88,95,76,15,37,22,SAN,SMF,480,4,8,0,0,0,0,15
28430,1,11,5,580,66,70,52,65,134,69,SAN,TUS,367,4,10,0,0,0,0,65
28462,1,11,5,3408,41,50,32,1,11,10,SAT,HOU,192,3,6,,,,,
28467,1,11,5,2101,169,180,159,8,27,19,SAT,LAS,1069,3,7,,,,,
28481,1,11,5,823,62,70,53,4,16,12,SDF,BHM,323,2,7,,,,,
28482,1,11,5,693,75,85,63,1,12,11,SDF,BWI,495,6,6,,,,,
28487,1,11,5,2730,230,260,218,8,46,38,SDF,LAS,1624,4,8,,,,,
28491,1,11,5,718,61,65,52,2,8,6,SDF,MDW,271,3,6,,,,,
28502,1,11,5,972,147,165,129,1,20,19,SEA,ABQ,1180,5,13,,,,,
28504,1,11,5,318,72,75,52,4,11,7,SEA,BOI,399,3,17,,,,,
28505,1,11,5,336,67,75,51,10,28,18,SEA,BOI,399,3,13,,,,,
28513,1,11,5,1682,57,55,36,47,92,45,SEA,GEG,224,5,16,45,0,2,0,0
28519,1,11,5,730,193,205,175,-3,6,9,SEA,MCI,1489,4,14,,,,,
28528,1,11,5,1687,121,125,101,36,76,40,SEA,OAK,671,6,14,1,0,0,0,35
28530,1,11,5,3589,118,125,96,31,69,38,SEA,OAK,671,5,17,0,0,0,0,31
28532,1,11,5,408,149,165,132,-3,10,13,SEA,PHX,1107,5,12,,,,,
28533,1,11,5,2374,139,170,125,-25,-19,6,SEA,PHX,1107,5,9,,,,,
28537,1,11,5,390,118,125,101,21,49,28,SEA,SJC,697,3,14,0,0,0,0,21
28542,1,11,5,1747,102,110,82,25,58,33,SEA,SLC,689,3,17,0,0,0,0,25
28543,1,11,5,73,92,105,76,-7,-1,6,SEA,SMF,605,3,13,,,,,
28544,1,11,5,151,92,105,78,-7,-1,6,SEA,SMF,605,4,10,,,,,
28547,1,11,5,2467,96,105,81,9,27,18,SEA,SMF,605,5,10,,,,,
28550,1,11,5,706,82,90,65,72,152,80,SFO,LAS,414,4,13,0,0,0,0,72
28551,1,11,5,1018,83,90,62,107,221,114,SFO,LAS,414,6,15,0,0,0,0,107
28555,1,11,5,442,69,85,49,83,182,99,SFO,LAX,337,8,12,5,0,0,0,78
28556,1,11,5,475,72,80,51,-1,6,7,SFO,LAX,337,8,13,,,,,
28558,1,11,5,578,72,85,51,52,117,65,SFO,LAX,337,10,11,7,0,0,0,45
28559,1,11,5,750,80,90,51,69,148,79,SFO,LAX,337,5,24,0,0,0,0,69
28560,1,11,5,777,70,85,52,14,43,29,SFO,LAX,337,9,9,,,,,
28562,1,11,5,801,89,85,49,96,188,92,SFO,LAX,337,14,26,9,0,4,0,83
28563,1,11,5,106,228,250,211,38,98,60,SFO,MDW,1855,4,13,1,0,0,0,37
28566,1,11,5,316,78,90,62,75,162,87,SFO,SAN,447,2,14,0,0,0,0,75
28570,1,11,5,2092,79,90,65,3,17,14,SFO,SAN,447,3,11,,,,,
28572,1,11,5,3669,93,90,71,18,33,15,SFO,SAN,447,4,18,4,0,3,0,11
28581,1,11,5,2032,55,60,42,20,45,25,SJC,BUR,296,3,10,6,0,0,0,14
28584,1,11,5,170,72,80,56,12,32,20,SJC,LAS,386,5,11,,,,,
28589,1,11,5,2025,74,80,59,0,6,6,SJC,LAS,386,6,9,,,,,
28591,1,11,5,2907,79,80,60,9,19,10,SJC,LAS,386,8,11,,,,,
28592,1,11,5,3142,78,80,64,47,96,49,SJC,LAS,386,4,10,9,0,0,0,38
28593,1,11,5,321,64,75,45,5,21,16,SJC,LAX,308,6,13,,,,,
28594,1,11,5,361,64,70,46,2,10,8,SJC,LAX,308,6,12,,,,,
28599,1,11,5,1081,60,70,47,92,194,102,SJC,LAX,308,6,7,91,0,0,0,1
28612,1,11,5,773,64,70,47,5,16,11,SJC,ONT,333,4,13,,,,,
28613,1,11,5,780,60,70,49,8,26,18,SJC,ONT,333,3,8,,,,,
28622,1,11,5,1415,96,105,84,62,133,71,SJC,PHX,621,4,8,10,0,0,0,52
28623,1,11,5,2474,94,105,78,-3,5,8,SJC,PHX,621,7,9,,,,,
28630,1,11,5,2645,52,55,38,4,11,7,SJC,RNO,188,5,9,,,,,
28631,1,11,5,2969,55,55,42,119,238,119,SJC,RNO,188,4,9,117,0,0,0,2
28633,1,11,5,390,68,75,56,12,31,19,SJC,SAN,417,4,8,,,,,
28635,1,11,5,580,69,75,59,70,146,76,SJC,SAN,417,2,8,70,0,0,0,0
28637,1,11,5,943,71,75,59,19,42,23,SJC,SAN,417,2,10,2,0,0,0,17
28639,1,11,5,2268,74,75,61,8,17,9,SJC,SAN,417,3,10,,,,,
28644,1,11,5,1600,136,130,110,39,72,33,SJC,SEA,697,4,22,0,0,6,0,33
28646,1,11,5,279,68,75,56,-1,5,6,SJC,SNA,342,4,8,,,,,
28651,1,11,5,2028,75,75,58,8,16,8,SJC,SNA,342,4,13,,,,,
28653,1,11,5,3411,68,75,55,10,27,17,SJC,SNA,342,5,8,,,,,
28654,1,11,5,2969,77,90,58,102,217,115,SLC,ABQ,493,5,14,0,0,0,0,102
28656,1,11,5,1022,70,65,52,32,59,27,SLC,BOI,291,3,15,2,0,5,0,25
28667,1,11,5,159,65,80,53,-9,-3,6,SLC,LAS,368,6,6,,,,,
28675,1,11,5,1756,97,120,83,-12,-1,11,SLC,LAX,590,6,8,,,,,
28678,1,11,5,2986,110,115,88,2,9,7,SLC,LAX,590,11,11,,,,,
28679,1,11,5,337,170,180,153,-1,8,9,SLC,MDW,1258,5,12,,,,,
28680,1,11,5,401,183,180,165,9,15,6,SLC,MDW,1258,6,12,,,,,
28682,1,11,5,901,115,120,99,6,17,11,SLC,OAK,588,5,11,,,,,
28684,1,11,5,3245,133,125,103,14,20,6,SLC,OAK,588,8,22,,,,,
28689,1,11,5,508,82,95,65,12,37,25,SLC,PHX,507,6,11,,,,,
28691,1,11,5,966,90,95,69,5,15,10,SLC,PHX,507,4,17,,,,,
28693,1,11,5,1747,79,95,65,3,22,19,SLC,PHX,507,5,9,,,,,
28700,1,11,5,1660,134,130,116,37,70,33,SLC,SEA,689,5,13,0,0,4,0,33
28704,1,11,5,740,62,70,51,38,84,46,SMF,BUR,358,2,9,8,0,0,0,30
28711,1,11,5,1853,64,70,51,15,36,21,SMF,BUR,358,3,10,1,0,0,0,14
28715,1,11,5,446,76,80,60,13,30,17,SMF,LAS,397,4,12,,,,,
28716,1,11,5,728,74,75,63,8,17,9,SMF,LAS,397,4,7,,,,,
28717,1,11,5,908,72,75,59,55,113,58,SMF,LAS,397,7,6,0,0,0,0,55
28719,1,11,5,2192,74,75,57,5,11,6,SMF,LAS,397,7,10,,,,,
28727,1,11,5,1668,76,80,53,3,10,7,SMF,LAX,373,7,16,,,,,
28728,1,11,5,2202,75,80,60,10,25,15,SMF,LAX,373,7,8,,,,,
28729,1,11,5,2635,67,80,50,3,19,16,SMF,LAX,373,6,11,,,,,
28730,1,11,5,2815,69,80,52,22,55,33,SMF,LAX,373,6,11,0,0,0,0,22
28733,1,11,5,234,228,235,216,0,7,7,SMF,MDW,1790,4,8,,,,,
28736,1,11,5,627,68,75,54,3,13,10,SMF,ONT,389,4,10,,,,,
28740,1,11,5,1496,71,75,57,16,36,20,SMF,ONT,389,5,9,14,0,0,0,2
28742,1,11,5,2458,65,75,54,14,38,24,SMF,ONT,389,4,7,,,,,
28745,1,11,5,3659,68,75,58,0,7,7,SMF,ONT,389,4,6,,,,,
28746,1,11,5,3764,66,75,55,4,17,13,SMF,ONT,389,4,7,,,,,
28747,1,11,5,102,87,85,73,29,56,27,SMF,PDX,479,5,9,0,0,2,0,27
28751,1,11,5,2121,95,90,83,13,21,8,SMF,PDX,479,4,8,,,,,
28756,1,11,5,964,108,110,93,17,36,19,SMF,PHX,647,7,8,4,0,0,0,13
28759,1,11,5,2786,94,110,82,-5,6,11,SMF,PHX,647,5,7,,,,,
28760,1,11,5,3585,89,105,77,32,80,48,SMF,PHX,647,4,8,24,0,0,0,8
28763,1,11,5,179,69,85,61,-8,0,8,SMF,SAN,480,2,6,,,,,
28765,1,11,5,294,77,85,64,3,14,11,SMF,SAN,480,2,11,,,,,
28771,1,11,5,1156,73,85,65,40,92,52,SMF,SAN,480,1,7,0,0,0,0,40
28773,1,11,5,1775,79,85,67,1,8,7,SMF,SAN,480,2,10,,,,,
28774,1,11,5,2467,77,85,64,-1,6,7,SMF,SAN,480,4,9,,,,,
28775,1,11,5,337,109,115,96,5,16,11,SMF,SEA,605,4,9,,,,,
28784,1,11,5,3072,73,80,64,2,11,9,SMF,SNA,404,3,6,,,,,
28785,1,11,5,3140,73,80,62,-1,5,6,SMF,SNA,404,4,7,,,,,
28788,1,11,5,486,56,65,46,5,19,14,SNA,LAS,226,4,6,,,,,
28791,1,11,5,1865,56,65,46,2,13,11,SNA,LAS,226,4,6,,,,,
28792,1,11,5,2794,56,65,46,-3,3,6,SNA,LAS,226,4,6,,,,,
28804,1,11,5,1428,76,95,53,-2,15,17,SNA,PHX,338,4,19,,,,,
28807,1,11,5,1745,72,70,54,12,22,10,SNA,PHX,338,5,13,,,,,
28810,1,11,5,192,69,75,62,0,6,6,SNA,SJC,342,2,5,,,,,
28815,1,11,5,1935,68,75,59,4,15,11,SNA,SJC,342,4,5,,,,,
28821,1,11,5,2115,84,85,70,6,13,7,SNA,SMF,404,4,10,,,,,
28822,1,11,5,3401,82,85,70,3,9,6,SNA,SMF,404,3,9,,,,,
28823,1,11,5,3498,83,85,69,12,26,14,SNA,SMF,404,6,8,,,,,
28826,1,11,5,2205,72,75,61,32,67,35,STL,BHM,410,3,8,1,0,0,0,31
28830,1,11,5,1156,103,110,92,4,15,11,STL,BWI,737,5,6,,,,,
28835,1,11,5,928,75,75,63,24,48,24,STL,CMH,410,3,9,24,0,0,0,0
28840,1,11,5,1062,97,105,87,42,92,50,STL,DAL,546,4,6,0,0,0,0,42
28842,1,11,5,2007,100,105,90,1,7,6,STL,DAL,546,3,7,,,,,
28849,1,11,5,983,117,130,107,14,41,27,STL,HOU,687,3,7,,,,,
28852,1,11,5,725,193,220,180,-20,-13,7,STL,LAS,1372,4,9,,,,,
28857,1,11,5,2263,58,65,46,0,7,7,STL,LIT,296,4,8,,,,,
28882,1,11,5,141,68,70,58,44,90,46,STL,OMA,342,4,6,0,0,0,0,44
28883,1,11,5,484,70,70,60,9,18,9,STL,OMA,342,3,7,,,,,
28890,1,11,5,2646,214,215,201,8,17,9,STL,PHX,1262,6,7,,,,,
28914,1,11,5,3686,146,155,136,3,15,12,TPA,BUF,1054,3,7,,,,,
28918,1,11,5,1947,130,130,112,14,28,14,TPA,BWI,842,5,13,,,,,
28919,1,11,5,2292,124,130,111,6,18,12,TPA,BWI,842,4,9,,,,,
28929,1,11,5,2293,44,60,35,40,96,56,TPA,FLL,197,3,6,38,0,0,0,2
28938,1,11,5,77,127,150,118,30,83,53,TPA,HOU,781,2,7,3,0,0,0,27
28941,1,11,5,810,139,140,117,39,79,40,TPA,IND,838,8,14,0,0,0,0,39
28956,1,11,5,2118,155,160,141,30,65,35,TPA,MDW,997,6,8,0,0,0,0,30
28957,1,11,5,2721,144,160,132,15,46,31,TPA,MDW,997,3,9,7,0,0,0,8
28959,1,11,5,3484,162,175,146,79,171,92,TPA,MHT,1204,3,13,9,0,0,0,70
28961,1,11,5,1936,87,105,75,-9,0,9,TPA,MSY,487,4,8,,,,,
28962,1,11,5,2019,87,105,74,21,60,39,TPA,MSY,487,5,8,0,0,0,0,21
28967,1,11,5,3599,42,50,31,9,26,17,TPA,PBI,174,4,7,,,,,
28968,1,11,5,327,145,150,130,3,11,8,TPA,PHL,920,5,10,,,,,
28971,1,11,5,2908,160,150,121,30,50,20,TPA,PHL,920,13,26,0,0,30,0,0
28972,1,11,5,875,275,290,259,-9,-3,6,TPA,PHX,1788,5,11,,,,,
28975,1,11,5,1505,150,165,133,0,15,15,TPA,PVD,1137,5,12,,,,,
28980,1,11,5,998,160,175,146,-6,3,9,TPA,SAT,972,2,12,,,,,
28992,1,11,5,132,88,100,74,60,132,72,TUL,HOU,453,3,11,1,0,0,0,59
28993,1,11,5,407,85,95,74,16,42,26,TUL,HOU,453,4,7,4,0,0,0,12
28995,1,11,5,2900,79,90,70,14,39,25,TUL,HOU,453,2,7,,,,,
29005,1,11,5,580,55,60,45,62,129,67,TUS,ABQ,321,4,6,2,0,0,0,60
29007,1,11,5,280,75,75,65,8,16,8,TUS,LAS,365,3,7,,,,,
29012,1,11,5,3135,73,75,61,21,44,23,TUS,LAS,365,5,7,0,0,0,0,21
29015,1,11,5,1032,90,90,74,7,14,7,TUS,LAX,451,6,10,,,,,
29027,1,12,6,679,196,215,187,-13,-7,6,ABQ,BWI,1670,3,6,,,,,
29028,1,12,6,3,92,95,78,7,17,10,ABQ,DAL,580,4,10,,,,,
29036,1,12,6,294,76,75,61,25,49,24,ABQ,DEN,349,4,11,0,0,1,0,24
29083,1,12,6,182,70,75,61,36,77,41,ALB,BWI,288,2,7,0,0,0,0,36
29107,1,12,6,61,43,55,33,-1,10,11,AUS,DAL,189,2,8,,,,,
29124,1,12,6,2445,38,45,29,24,55,31,AUS,HOU,148,3,6,0,0,0,0,24
29133,1,12,6,996,62,65,50,37,77,40,AUS,MAF,294,3,9,37,0,0,0,0
29138,1,12,6,700,150,155,137,4,13,9,AUS,PHX,872,4,9,,,,,
29142,1,12,6,816,147,160,139,-5,3,8,BDL,BNA,852,3,5,,,,,
29153,1,12,6,524,172,185,159,-6,1,7,BDL,MCO,1050,5,8,,,,,
29187,1,12,6,3334,131,140,117,15,39,24,BNA,AUS,756,4,10,0,0,0,0,15
29189,1,12,6,89,44,50,33,3,12,9,BNA,BHM,177,3,8,,,,,
29201,1,12,6,341,161,180,147,5,29,24,BNA,DEN,1013,5,9,,,,,
29217,1,12,6,2194,230,250,217,-12,-4,8,BNA,LAS,1588,3,10,,,,,
29225,1,12,6,927,102,105,88,16,35,19,BNA,MCO,616,6,8,8,0,0,0,8
29237,1,12,6,689,88,90,76,28,58,30,BNA,MSY,471,3,9,0,0,0,0,28
29241,1,12,6,147,99,115,86,12,40,28,BNA,PHL,675,4,9,,,,,
29242,1,12,6,1413,215,235,203,-13,-6,7,BNA,PHX,1448,3,9,,,,,
29243,1,12,6,3492,209,230,195,1,23,22,BNA,PHX,1448,7,7,,,,,
29246,1,12,6,197,77,80,66,8,19,11,BNA,RDU,443,3,8,,,,,
29254,1,12,6,2380,268,305,254,-18,1,19,BNA,SEA,1977,6,8,,,,,
29264,1,12,6,835,108,105,82,13,23,10,BOI,OAK,511,19,7,,,,,
29272,1,12,6,1041,83,90,72,6,19,13,BOI,SEA,399,4,7,,,,,
29277,1,12,6,171,60,65,49,25,55,30,BUF,BWI,281,4,7,25,0,0,0,0
29293,1,12,6,504,60,65,47,2,9,7,BUR,LAS,223,4,9,,,,,
29305,1,12,6,445,64,70,55,5,16,11,BUR,OAK,325,5,4,,,,,
29320,1,12,6,940,76,85,61,2,13,11,BUR,PHX,369,5,10,,,,,
29352,1,12,6,3062,59,65,45,1,8,7,BWI,BDL,283,3,11,,,,,
29372,1,12,6,219,73,80,58,11,29,18,BWI,CMH,336,5,10,,,,,
29388,1,12,6,2795,222,225,209,4,11,7,BWI,HOU,1246,3,10,,,,,
29403,1,12,6,1061,304,330,291,-20,-14,6,BWI,LAS,2106,3,10,,,,,
29409,1,12,6,171,134,145,120,14,39,25,BWI,MCO,787,5,9,,,,,
29410,1,12,6,426,137,145,121,-2,4,6,BWI,MCO,787,7,9,,,,,
29413,1,12,6,1657,152,145,132,22,37,15,BWI,MCO,787,10,10,15,0,7,0,0
29420,1,12,6,1161,108,125,96,-6,5,11,BWI,MDW,611,4,8,,,,,
29426,1,12,6,679,66,75,54,4,17,13,BWI,MHT,377,3,9,,,,,
29458,1,12,6,7,60,65,50,8,21,13,BWI,RDU,255,2,8,,,,,
29460,1,12,6,182,63,65,51,20,42,22,BWI,RDU,255,2,10,0,0,0,0,20
29462,1,12,6,1414,62,65,52,70,143,73,BWI,RDU,255,3,7,66,0,0,0,4
29472,1,12,6,86,265,300,246,-18,-1,17,BWI,SLC,1864,11,8,,,,,
29473,1,12,6,354,131,140,120,-3,3,6,BWI,STL,737,4,7,,,,,
29505,1,12,6,1336,136,135,122,95,189,94,CMH,MCO,802,5,9,87,0,1,0,7
29528,1,12,6,1135,101,110,90,-2,5,7,DAL,ABQ,580,4,7,,,,,
29543,1,12,6,700,51,50,37,13,25,12,DAL,AUS,189,4,10,,,,,
29551,1,12,6,3748,103,105,85,5,12,7,DAL,ELP,562,3,15,,,,,
29575,1,12,6,3,52,60,42,37,82,45,DAL,LIT,296,2,8,31,0,0,0,6
29585,1,12,6,26,79,85,66,9,24,15,DAL,MCI,461,4,9,,,,,
29587,1,12,6,735,82,85,66,4,11,7,DAL,MCI,461,4,12,,,,,
29588,1,12,6,914,78,85,64,18,43,25,DAL,MCI,461,5,9,0,0,0,0,18
29608,1,12,6,3575,57,60,48,5,13,8,DAL,SAT,248,3,6,,,,,
29617,1,12,6,1430,49,55,40,21,48,27,DAL,TUL,237,3,6,3,0,0,0,18
29625,1,12,6,1856,103,120,91,-10,-3,7,DEN,AUS,775,3,9,,,,,
29626,1,12,6,197,148,145,128,11,19,8,DEN,BNA,1013,4,16,,,,,
29628,1,12,6,157,187,195,173,-2,4,6,DEN,BWI,1491,5,9,,,,,
29635,1,12,6,341,103,120,90,-11,-5,6,DEN,LAS,629,3,10,,,,,
29642,1,12,6,759,189,205,178,11,38,27,DEN,MCO,1545,3,8,,,,,
29650,1,12,6,689,155,170,131,8,31,23,DEN,OAK,957,12,12,,,,,
29657,1,12,6,381,95,115,81,-4,12,16,DEN,PHX,602,5,9,,,,,
29674,1,12,6,424,158,160,139,4,10,6,DTW,MCO,957,9,10,,,,,
29697,1,12,6,1414,124,130,109,41,88,47,ELP,LAX,714,5,10,0,0,0,0,41
29709,1,12,6,2380,122,140,108,22,62,40,FLL,BNA,793,4,10,19,0,0,0,3
29711,1,12,6,219,136,155,115,26,71,45,FLL,BWI,925,2,19,26,0,0,0,0
29712,1,12,6,1570,132,155,118,-13,-3,10,FLL,BWI,925,4,10,,,,,
29714,1,12,6,46,165,180,148,7,29,22,FLL,HOU,957,3,14,,,,,
29718,1,12,6,3393,157,165,133,31,70,39,FLL,ISP,1093,4,20,31,0,0,0,0
29720,1,12,6,1446,74,75,50,30,61,31,FLL,JAX,318,6,18,30,0,0,0,0
29735,1,12,6,434,172,175,143,14,31,17,FLL,PHL,992,5,24,,,,,
29739,1,12,6,298,158,180,139,-12,-2,10,FLL,STL,1056,5,14,,,,,
29742,1,12,6,549,65,60,48,61,117,56,FLL,TPA,197,5,12,56,0,5,0,0
29751,1,12,6,2726,130,140,116,-1,8,9,GEG,LAS,806,5,9,,,,,
29760,1,12,6,3589,54,60,42,6,18,12,GEG,SEA,224,5,7,,,,,
29764,1,12,6,178,42,45,28,20,43,23,HOU,AUS,148,4,10,19,0,0,0,1
29767,1,12,6,2358,45,45,29,36,72,36,HOU,AUS,148,5,11,36,0,0,0,0
29782,1,12,6,6,53,55,42,4,10,6,HOU,DAL,239,6,5,,,,,
29802,1,12,6,689,139,150,121,15,41,26,HOU,DEN,883,6,12,0,0,0,0,15
29811,1,12,6,33,52,60,45,1,10,9,HOU,HRL,276,2,5,,,,,
